FID,tile,Mg_CO2e_ha,Mg_CO2e_px,ObjectId,Shape__Are,Shape__Len
58,10S_160E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=10S_160E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/10S_160E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,59,1284783830947.460000000000000,4534671.720124930100000
59,10S_170E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=10S_170E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/10S_170E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,60,1284783830947.450000000000000,4534671.720124930100000
60,10S_180W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=10S_180W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/10S_180W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,61,1284783830947.450000000000000,4534671.720124930100000
61,20N_000E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_000E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_000E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,62,1284783830947.450000000000000,4534671.720124930100000
62,20N_010E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_010E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_010E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,63,1284783830947.450000000000000,4534671.720124930100000
63,20N_010W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_010W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_010W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,64,1284783830947.450000000000000,4534671.720124930100000
64,20N_020E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_020E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_020E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,65,1284783830947.450000000000000,4534671.720124930100000
65,20N_020W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_020W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_020W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,66,1284783830947.450000000000000,4534671.720124930100000
66,20N_030E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_030E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_030E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,67,1284783830947.450000000000000,4534671.720124930100000
67,20N_040E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_040E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_040E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,68,1284783830947.450000000000000,4534671.720124930100000
68,20N_050E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_050E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_050E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,69,1284783830947.460000000000000,4534671.720124930100000
69,20N_060W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_060W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_060W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,70,1284783830947.450000000000000,4534671.720124930100000
70,20N_070E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_070E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_070E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,71,1284783830947.460000000000000,4534671.720124930100000
71,20N_070W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_070W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_070W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,72,1284783830947.450000000000000,4534671.720124930100000
72,20N_080E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_080E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_080E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,73,1284783830947.460000000000000,4534671.720124930100000
73,20N_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,74,1284783830947.460000000000000,4534671.720124930100000
74,20N_090E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_090E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_090E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,75,1284783830947.450000000000000,4534671.720124930100000
75,20N_090W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_090W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_090W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,76,1284783830947.460000000000000,4534671.720124930100000
76,20N_100E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_100E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_100E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,77,1284783830947.450000000000000,4534671.720124930100000
77,20N_100W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_100W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_100W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,78,1284783830947.450000000000000,4534671.720124930100000
78,20N_110E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_110E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_110E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,79,1284783830947.460000000000000,4534671.720124930100000
79,20N_110W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_110W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_110W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,80,1284783830947.450000000000000,4534671.720124930100000
80,20N_120E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_120E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_120E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,81,1284783830947.450000000000000,4534671.720124930100000
81,20N_120W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_120W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_120W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,82,1284783830947.460000000000000,4534671.720124930100000
82,20N_160W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20N_160W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20N_160W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,83,1284783830947.450000000000000,4534671.720124930100000
83,20S_010E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_010E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_010E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,84,1369807391981.280000000000000,4687427.648898840000000
84,20S_020E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_020E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_020E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,85,1369807391981.280000000000000,4687427.648898840000000
85,20S_030E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_030E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_030E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,86,1369807391981.280000000000000,4687427.648898840000000
86,20S_040E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_040E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_040E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,87,1369807391981.280000000000000,4687427.648898840000000
87,20S_050E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_050E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_050E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,88,1369807391981.280000000000000,4687427.648898840000000
88,20S_050W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_050W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_050W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,89,1369807391981.280000000000000,4687427.648898840000000
89,20S_060W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_060W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_060W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,90,1369807391981.280000000000000,4687427.648898840000000
90,20S_070W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_070W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_070W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,91,1369807391981.280000000000000,4687427.648898840000000
91,20S_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,92,1369807391981.280000000000000,4687427.648898840000000
92,20S_110E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_110E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_110E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,93,1369807391981.280000000000000,4687427.648898840000000
93,20S_120E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_120E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_120E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,94,1369807391981.290000000000000,4687427.648898840000000
94,20S_130E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_130E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_130E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,95,1369807391981.280000000000000,4687427.648898840000000
95,20S_140E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_140E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_140E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,96,1369807391981.280000000000000,4687427.648898850200000
96,20S_150E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_150E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_150E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,97,1369807391981.280000000000000,4687427.648898840000000
97,20S_160E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_160E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_160E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,98,1369807391981.280000000000000,4687427.648898840000000
98,20S_180W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=20S_180W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/20S_180W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,99,1369807391981.280000000000000,4687427.648898840000000
99,30N_010W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_010W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_010W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,100,1369807391981.280000000000000,4687427.648898840000000
100,30N_020E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_020E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_020E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,101,1369807391981.280000000000000,4687427.648898840000000
101,30N_020W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_020W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_020W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,102,1369807391981.280000000000000,4687427.648898840000000
102,30N_030E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_030E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_030E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,103,1369807391981.280000000000000,4687427.648898840000000
103,30N_040E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_040E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_040E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,104,1369807391981.280000000000000,4687427.648898840000000
104,30N_050E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_050E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_050E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,105,1369807391981.280000000000000,4687427.648898840000000
105,30N_060E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_060E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_060E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,106,1369807391981.280000000000000,4687427.648898840000000
106,30N_070E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_070E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_070E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,107,1369807391981.280000000000000,4687427.648898840000000
107,30N_080E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_080E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_080E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,108,1369807391981.280000000000000,4687427.648898840000000
108,30N_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,109,1369807391981.280000000000000,4687427.648898840000000
109,30N_090E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_090E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_090E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,110,1369807391981.280000000000000,4687427.648898840000000
110,30N_090W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_090W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_090W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,111,1369807391981.280000000000000,4687427.648898840000000
111,30N_100E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_100E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_100E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,112,1369807391981.280000000000000,4687427.648898840000000
112,30N_100W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_100W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_100W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,113,1369807391981.280000000000000,4687427.648898840000000
113,30N_110E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_110E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_110E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,114,1369807391981.280000000000000,4687427.648898840000000
114,30N_110W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_110W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_110W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,115,1369807391981.280000000000000,4687427.648898840000000
115,30N_120E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_120E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_120E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,116,1369807391981.290000000000000,4687427.648898840000000
116,30N_120W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_120W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_120W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,117,1369807391981.280000000000000,4687427.648898840000000
117,30N_160W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_160W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_160W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,118,1369807391981.280000000000000,4687427.648898840000000
118,30N_170W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30N_170W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30N_170W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,119,1369807391981.280000000000000,4687427.648898840000000
119,30S_010E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_010E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_010E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,120,1516608322359.939900000000000,4951174.687863069600000
120,30S_020E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_020E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_020E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,121,1516608322359.939900000000000,4951174.687863069600000
121,30S_030E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=30S_030E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/30S_030E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,122,1516608322359.939900000000000,4951174.687863079800000
