FID,tile,Mg_CO2e_ha,Mg_CO2e_px,ObjectId,Shape__Are,Shape__Len
186,50S_070W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50S_070W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50S_070W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,187,2174584005565.340100000000000,6133313.913467870100000
187,50S_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=50S_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/50S_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,188,2174584005565.360100000000000,6133313.913467870100000
188,60N_000E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_000E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_000E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,189,2174584005565.350100000000000,6133313.913467870100000
189,60N_010E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_010E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_010E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,190,2174584005565.350100000000000,6133313.913467870100000
190,60N_010W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_010W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_010W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,191,2174584005565.350100000000000,6133313.913467870100000
191,60N_020E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_020E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_020E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,192,2174584005565.340100000000000,6133313.913467870100000
192,60N_020W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_020W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_020W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,193,2174584005565.350100000000000,6133313.913467870100000
193,60N_030E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_030E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_030E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,194,2174584005565.350100000000000,6133313.913467870100000
194,60N_040E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_040E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_040E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,195,2174584005565.340100000000000,6133313.913467870100000
195,60N_050E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_050E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_050E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,196,2174584005565.340100000000000,6133313.913467870100000
196,60N_060E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_060E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_060E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,197,2174584005565.340100000000000,6133313.913467870100000
197,60N_060W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_060W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_060W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,198,2174584005565.340100000000000,6133313.913467870100000
198,60N_070E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_070E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_070E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,199,2174584005565.360100000000000,6133313.913467870100000
199,60N_070W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_070W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_070W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,200,2174584005565.340100000000000,6133313.913467870100000
200,60N_080E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_080E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_080E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,201,2174584005565.340100000000000,6133313.913467870100000
201,60N_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,202,2174584005565.360100000000000,6133313.913467870100000
202,60N_090E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_090E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_090E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,203,2174584005565.340100000000000,6133313.913467870100000
203,60N_090W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_090W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_090W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,204,2174584005565.340100000000000,6133313.913467870100000
204,60N_100E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_100E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_100E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,205,2174584005565.340100000000000,6133313.913467870100000
205,60N_100W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_100W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_100W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,206,2174584005565.340100000000000,6133313.913467870100000
206,60N_110E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_110E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_110E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,207,2174584005565.340100000000000,6133313.913467870100000
207,60N_110W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_110W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_110W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,208,2174584005565.340100000000000,6133313.913467870100000
208,60N_120E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_120E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_120E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,209,2174584005565.360100000000000,6133313.913467870100000
209,60N_120W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_120W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_120W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,210,2174584005565.340100000000000,6133313.913467870100000
210,60N_130E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_130E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_130E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,211,2174584005565.330100000000000,6133313.913467870100000
211,60N_130W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_130W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_130W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,212,2174584005565.360100000000000,6133313.913467870100000
212,60N_140E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_140E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_140E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,213,2174584005565.360100000000000,6133313.913467880300000
213,60N_140W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_140W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_140W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,214,2174584005565.330100000000000,6133313.913467870100000
214,60N_150E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_150E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_150E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,215,2174584005565.360100000000000,6133313.913467870100000
215,60N_150W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_150W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_150W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,216,2174584005565.360100000000000,6133313.913467880300000
216,60N_160E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_160E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_160E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,217,2174584005565.340100000000000,6133313.913467870100000
217,60N_160W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_160W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_160W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,218,2174584005565.360100000000000,6133313.913467870100000
218,60N_170E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_170E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_170E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,219,2174584005565.330100000000000,6133313.913467870100000
219,60N_170W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_170W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_170W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,220,2174584005565.340100000000000,6133313.913467870100000
220,60N_180W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=60N_180W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/60N_180W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,221,2174584005565.330100000000000,6133313.913467870100000
221,70N_000E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_000E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_000E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,222,2971092462461.129900000000000,7564345.354987739600000
222,70N_010E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_010E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_010E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,223,2971092462461.129900000000000,7564345.354987739600000
223,70N_020E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_020E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_020E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,224,2971092462461.129900000000000,7564345.354987739600000
224,70N_030E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_030E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_030E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,225,2971092462461.120100000000000,7564345.354987739600000
225,70N_040E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_040E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_040E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,226,2971092462461.129900000000000,7564345.354987739600000
226,70N_050E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_050E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_050E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,227,2971092462461.129900000000000,7564345.354987739600000
227,70N_060E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_060E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_060E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,228,2971092462461.129900000000000,7564345.354987739600000
228,70N_070E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_070E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_070E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,229,2971092462461.120100000000000,7564345.354987739600000
229,70N_070W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_070W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_070W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,230,2971092462461.129900000000000,7564345.354987739600000
230,70N_080E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_080E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_080E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,231,2971092462461.129900000000000,7564345.354987739600000
231,70N_080W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_080W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_080W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,232,2971092462461.120100000000000,7564345.354987739600000
232,70N_090E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_090E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_090E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,233,2971092462461.129900000000000,7564345.354987739600000
233,70N_090W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_090W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_090W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,234,2971092462461.129900000000000,7564345.354987739600000
234,70N_100E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_100E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_100E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,235,2971092462461.129900000000000,7564345.354987739600000
235,70N_100W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_100W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_100W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,236,2971092462461.129900000000000,7564345.354987739600000
236,70N_110E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_110E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_110E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,237,2971092462461.140100000000000,7564345.354987739600000
237,70N_110W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_110W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_110W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,238,2971092462461.129900000000000,7564345.354987739600000
238,70N_120E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_120E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_120E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,239,2971092462461.089800000000000,7564345.354987739600000
239,70N_120W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_120W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_120W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,240,2971092462461.140100000000000,7564345.354987739600000
240,70N_130E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_130E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_130E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,241,2971092462461.160200000000000,7564345.354987739600000
241,70N_130W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_130W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_130W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,242,2971092462461.089800000000000,7564345.354987739600000
242,70N_140E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_140E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_140E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,243,2971092462461.109900000000000,7564345.354987739600000
243,70N_140W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_140W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_140W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,244,2971092462461.160200000000000,7564345.354987739600000
244,70N_150E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_150E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_150E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,245,2971092462461.129900000000000,7564345.354987739600000
245,70N_150W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_150W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_150W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,246,2971092462461.109900000000000,7564345.354987739600000
246,70N_160E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_160E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_160E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,247,2971092462461.129900000000000,7564345.354987739600000
247,70N_160W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_160W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_160W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,248,2971092462461.129900000000000,7564345.354987739600000
248,70N_170E,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_170E&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_170E_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,249,2971092462461.129900000000000,7564345.354987739600000
249,70N_170W,https://data-api.globalforestwatch.org/dataset/gfw_forest_carbon_net_flux/v20210331/download/geotiff?grid=10/40000&tile_id=70N_170W&pixel_meaning=Mg_CO2e_ha,https://gfw-data-lake.s3.amazonaws.com/gfw_forest_carbon_net_flux/v20210331/raw/per_pixel/70N_170W_net_flux_Mg_CO2e_pixel_biomass_soil_forest_extent_2001_20.tif,250,2971092462461.129900000000000,7564345.354987739600000
